ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,LOCATION_ID,TIME_ID,PRODUCT_ID,CUSTOMER_ID
10332,46,95.13,15,4375.98,L78,T160,P19,C78
10346,42,36.11,3,1516.62,L85,T48,P19,C85
10356,50,50.18,9,2509.0,L3,T161,P19,C3
10369,44,100.0,8,9240.44,L42,T50,P19,C42
10380,27,93.16,13,2515.32,L24,T177,P19,C24
10391,35,100.0,2,5548.9,L43,T52,P19,C43
10422,51,95.55,2,4873.05,L19,T178,P19,C19
10102,41,50.14,1,2055.74,L12,T165,P20,C12
10111,48,49.06,5,2354.88,L9,T166,P20,C9
10126,42,54.99,17,2309.58,L26,T29,P20,C26
10139,49,43.13,6,2113.37,L21,T168,P20,C21
10149,30,58.22,3,1746.6,L83,T169,P20,C83
10162,45,51.21,1,2304.45,L5,T170,P20,C5
10173,48,44.21,5,2122.08,L87,T156,P20,C87
10182,32,54.45,2,1742.4,L40,T104,P20,C40
10193,46,53.37,6,2455.02,L88,T171,P20,C88
10205,48,63.61,1,3053.28,L24,T172,P20,C24
10215,33,43.13,9,1423.29,L33,T37,P20,C33
10227,31,48.52,2,1504.12,L31,T173,P20,C31
10244,20,58.22,6,1164.4,L24,T174,P20,C24
10256,29,51.75,1,1500.75,L49,T175,P20,C49
10280,27,57.68,8,1557.36,L37,T42,P20,C37
10289,24,56.07,1,1345.68,L8,T176,P20,C8
10304,37,48.52,12,1795.24,L39,T44,P20,C39
10312,25,44.21,9,1105.25,L40,T45,P20,C40
10322,41,57.68,5,2364.88,L41,T46,P20,C41
10332,27,89.89,16,2427.03,L78,T160,P20,C78
10347,21,58.95,7,1237.95,L11,T48,P20,C11
10356,22,72.41,6,1593.02,L3,T161,P20,C3
10369,32,98.63,7,3156.16,L42,T50,P20,C42
10381,25,52.83,9,1320.75,L5,T51,P20,C5
10391,42,100.0,3,4998.0,L43,T52,P20,C43
10422,25,51.75,1,1293.75,L19,T178,P20,C19
10110,37,100.0,16,5433.08,L78,T179,P21,C78
10123,26,100.0,2,3073.72,L47,T180,P21,C47
10137,44,99.55,2,4380.2,L2,T181,P21,C2
10148,47,100.0,9,5848.68,L43,T154,P21,C43
10161,43,100.0,8,6153.73,L79,T155,P21,C79
10172,42,100.0,6,4965.24,L14,T156,P21,C14
10181,42,100.0,2,5435.64,L8,T104,P21,C8
10192,29,100.0,7,4258.36,L41,T105,P21,C41
10204,40,100.0,13,4032.0,L75,T106,P21,C75
10212,38,100.0,6,4492.36,L24,T139,P21,C24
10226,38,100.0,4,4161.38,L56,T182,P21,C56
10241,21,100.0,11,2508.66,L84,T157,P21,C84
10253,24,100.0,1,3374.88,L23,T109,P21,C23
10266,36,100.0,2,5196.6,L71,T110,P21,C71
10278,23,100.0,2,2604.52,L85,T158,P21,C85
10288,20,100.0,14,2936.8,L66,T183,P21,C66
10301,32,100.0,4,3424.64,L86,T159,P21,C86
10311,29,100.0,9,2923.2,L24,T114,P21,C24
10321,44,100.0,6,4489.76,L22,T46,P21,C22
10331,44,100.0,14,4849.24,L46,T160,P21,C46
10343,36,100.0,4,5848.92,L2,T21,P21,C2
10367,49,56.3,1,2758.7,L4,T184,P21,C4
10378,34,42.64,5,1449.76,L24,T185,P21,C24
10407,59,100.0,11,7048.14,L62,T186,P21,C62
10419,37,100.0,1,5202.94,L20,T117,P21,C20
10106,36,100.0,12,5279.4,L87,T187,P22,C87
10119,43,100.0,3,6916.12,L20,T64,P22,C20
10131,21,100.0,4,2781.66,L89,T188,P22,C89
10143,32,100.0,7,5248.0,L51,T66,P22,C51
10155,38,100.0,5,6531.44,L17,T67,P22,C17
10167,43,100.0,1,5763.72,L38,T68,P22,C38
10178,42,100.0,4,6490.68,L52,T69,P22,C52
10186,32,100.0,1,6004.8,L53,T70,P22,C53
10198,42,100.0,4,7483.98,L67,T189,P22,C67
10210,31,100.0,17,5719.5,L45,T56,P22,C45
10222,49,100.0,4,6954.08,L56,T73,P22,C56
10250,45,100.0,14,8160.3,L62,T190,P22,C62
10262,49,100.0,9,6567.96,L24,T191,P22,C24
10274,41,100.0,1,6724.0,L42,T76,P22,C42
10284,45,100.0,11,5747.85,L86,T192,P22,C86
10296,36,100.0,7,5676.84,L90,T193,P22,C90
10307,39,100.0,1,7379.97,L30,T79,P22,C30
10316,27,100.0,9,3704.13,L60,T80,P22,C60
10327,25,100.0,6,2804.75,L49,T194,P22,C49
10338,41,100.0,1,5624.79,L91,T195,P22,C91
10351,39,99.52,1,3881.28,L50,T196,P22,C50
10373,28,57.55,4,1611.4,L61,T85,P22,C61
10386,25,54.57,7,1364.25,L24,T197,P22,C24
10398,33,100.0,11,4215.09,L2,T198,P22,C2
10400,34,100.0,1,6433.82,L62,T88,P22,C62
10416,24,100.0,14,4352.16,L71,T199,P22,C71
10100,30,100.0,3,5151.0,L41,T200,P23,C41
10110,42,100.0,7,6069.0,L78,T179,P23,C78
10124,21,100.0,6,2856.0,L85,T167,P23,C85
10149,34,100.0,11,5375.4,L83,T169,P23,C83
10162,29,100.0,9,5176.5,L5,T170,P23,C5
10173,24,100.0,13,3508.8,L87,T156,P23,C87
10182,44,100.0,10,7554.8,L40,T104,P23,C40
10193,21,100.0,14,3141.6,L88,T171,P23,C88
10204,33,100.0,4,5890.5,L75,T106,P23,C75
10214,30,100.0,7,5967.0,L26,T201,P23,C26
10227,26,100.0,10,3712.8,L31,T173,P23,C31
10241,41,100.0,2,7597.3,L84,T157,P23,C84
10280,26,100.0,16,3668.6,L37,T42,P23,C37
10288,32,100.0,5,5875.2,L66,T183,P23,C66
10302,43,100.0,1,7310.0,L23,T67,P23,C23
10312,48,100.0,17,8078.4,L40,T45,P23,C40
10331,44,74.04,7,3257.76,L46,T160,P23,C46
10344,45,100.0,1,7650.0,L68,T202,P23,C68
10367,37,100.0,3,4703.81,L4,T184,P23,C4
10379,39,100.0,2,5399.55,L24,T185,P23,C24
10407,76,100.0,2,14082.8,L62,T186,P23,C62
10420,37,100.0,5,5283.6,L21,T203,P23,C21
10108,38,82.39,2,3130.82,L67,T99,P24,C67
10122,43,72.38,6,3112.34,L68,T100,P24,C68
10135,48,79.31,3,3806.88,L40,T101,P24,C40
10147,26,82.39,3,2142.14,L42,T102,P24,C42
10160,38,88.55,4,3364.9,L55,T138,P24,C55
10170,20,63.14,2,1262.8,L64,T103,P24,C64
10181,22,73.92,10,1626.24,L8,T104,P24,C8
10192,45,90.86,15,4088.7,L41,T105,P24,C41
10203,45,85.47,4,3846.15,L24,T106,P24,C24
10212,20,66.99,14,1339.8,L24,T139,P24,C24
10225,47,64.68,5,3039.96,L70,T107,P24,C70
10239,46,73.92,4,3400.32,L61,T149,P24,C61
10253,23,83.93,9,1930.39,L23,T109,P24,C23
10266,33,74.69,10,2464.77,L71,T110,P24,C71
10278,29,90.86,10,2634.94,L85,T158,P24,C85
10287,44,82.39,8,3625.16,L70,T112,P24,C70
10300,41,92.4,1,3788.4,L73,T113,P24,C73
10310,20,91.63,6,1832.6,L69,T114,P24,C69
10321,37,78.54,14,2905.98,L22,T46,P24,C22
10329,29,100.0,9,2954.81,L1,T20,P24,C1
10342,55,65.45,1,3599.75,L11,T21,P24,C11
10363,22,100.0,7,3686.54,L74,T116,P24,C74
10377,31,67.76,4,2100.56,L17,T143,P24,C17
10389,49,79.22,3,3881.78,L38,T24,P24,C38
10405,61,73.92,4,4509.12,L84,T151,P24,C84
10419,39,83.93,9,3273.27,L20,T117,P24,C20
10109,38,100.0,3,4432.7,L46,T152,P25,C46
10122,31,100.0,1,4100.99,L68,T100,P25,C68
10136,36,100.0,1,5274.72,L52,T153,P25,C52
10148,25,100.0,12,4232.0,L43,T154,P25,C43
10161,48,100.0,11,6145.44,L79,T155,P25,C79
10171,35,100.0,1,4680.2,L44,T156,P25,C44
10181,21,100.0,5,3286.08,L8,T104,P25,C8
10192,47,100.0,10,7421.3,L41,T105,P25,C41
10204,38,100.0,16,6432.64,L75,T106,P25,C75
10212,41,100.0,9,4840.87,L24,T139,P25,C24
10226,24,100.0,7,3892.08,L56,T182,P25,C56
10240,37,100.0,2,5526.32,L45,T157,P25,C45
10253,33,100.0,4,4459.62,L23,T109,P25,C23
10266,49,100.0,5,6203.4,L71,T110,P25,C71
10278,29,100.0,5,3754.05,L85,T158,P25,C85
10287,24,100.0,3,3516.48,L70,T112,P25,C70
10301,47,100.0,7,7488.04,L86,T159,P25,C86
10310,24,100.0,1,3448.08,L69,T114,P25,C69
10321,25,100.0,9,3734.0,L22,T46,P25,C22
10331,30,32.47,8,974.1,L46,T160,P25,C46
10342,22,100.0,3,3160.74,L11,T21,P25,C11
10356,27,64.69,2,1746.63,L3,T161,P25,C3
10366,34,100.0,3,4207.84,L91,T204,P25,C91
10377,36,100.0,6,4352.76,L17,T143,P25,C17
10390,34,43.05,15,1463.7,L40,T163,P25,C40
10406,48,100.0,2,7169.28,L49,T164,P25,C49
10419,34,100.0,4,4594.76,L20,T117,P25,C20
10104,24,100.0,8,3457.92,L24,T135,P26,C24
10115,46,100.0,4,7381.16,L28,T144,P26,C28
10127,45,100.0,10,7146.9,L75,T119,P26,C75
10141,39,100.0,4,5938.53,L74,T145,P26,C74
10151,43,100.0,2,7110.91,L61,T146,P26,C61
10165,29,100.0,11,5032.95,L27,T122,P26,C27
10176,20,100.0,10,3667.6,L71,T33,P26,C71
10184,46,100.0,5,7381.16,L82,T70,P26,C82
10195,27,100.0,5,5128.11,L48,T35,P26,C48
10207,44,100.0,6,7060.24,L65,T92,P26,C65
10219,43,100.0,1,8448.64,L83,T147,P26,C83
10230,49,100.0,8,7300.51,L73,T136,P26,C73
10246,40,100.0,4,6549.2,L24,T126,P26,C24
10259,30,100.0,3,5697.9,L66,T40,P26,C66
10271,50,100.0,4,9169.0,L40,T127,P26,C40
10282,23,100.0,13,3238.63,L40,T77,P26,C40
10292,26,100.0,7,4554.94,L1,T43,P26,C1
10305,27,100.0,4,3934.44,L16,T96,P26,C16
10314,42,100.0,13,5776.26,L79,T97,P26,C79
10324,47,100.0,8,7207.45,L12,T81,P26,C12
10336,49,100.0,6,7460.74,L63,T129,P26,C63
10349,38,100.0,8,6719.54,L75,T141,P26,C75
10358,20,100.0,10,2428.0,L24,T49,P26,C24
10371,25,100.0,7,2602.25,L40,T130,P26,C40
10382,25,88.0,5,2200.0,L40,T51,P26,C40
10412,41,100.0,4,6712.93,L24,T148,P26,C24
10425,28,100.0,3,5318.04,L15,T54,P26,C15
10100,50,67.8,2,3390.0,L41,T200,P27,C41
10110,32,50.25,6,1608.0,L78,T179,P27,C78
10124,42,53.88,5,2262.96,L85,T167,P27,C85
10149,24,62.36,10,1496.64,L83,T169,P27,C83
10162,27,69.62,8,1879.74,L5,T170,P27,C5
10173,26,57.51,12,1495.26,L87,T156,P27,C87
10182,38,61.15,9,2323.7,L40,T104,P27,C40
10193,42,59.33,13,2491.86,L88,T171,P27,C88
10204,23,71.44,3,1643.12,L75,T106,P27,C75
10214,21,62.96,6,1322.16,L26,T201,P27,C26
10227,28,50.85,9,1423.8,L31,T173,P27,C31
10241,33,72.65,1,2397.45,L84,T157,P27,C84
10280,25,62.96,15,1574.0,L37,T42,P27,C37
10288,28,61.75,4,1729.0,L66,T183,P27,C66
10303,46,49.04,2,2255.84,L82,T205,P27,C82
10312,30,61.15,16,1834.5,L40,T45,P27,C40
10332,38,84.25,9,3201.5,L78,T160,P27,C78
10344,40,56.91,2,2276.4,L68,T202,P27,C68
10367,45,100.0,4,8884.8,L4,T184,P27,C4
10379,27,49.3,1,1331.1,L24,T185,P27,C24
10407,42,72.65,1,3051.3,L62,T186,P27,C62
10420,36,63.57,4,2288.52,L21,T203,P27,C21
10104,29,100.0,12,3772.61,L24,T135,P28,C24
10114,39,100.0,3,4164.42,L63,T90,P28,C63
10127,45,100.0,14,6295.95,L75,T119,P28,C75
10141,47,100.0,8,6287.66,L74,T145,P28,C74
10151,49,100.0,6,5412.54,L61,T146,P28,C61
10165,46,100.0,15,5984.14,L27,T122,P28,C27
10175,48,100.0,4,5891.04,L50,T33,P28,C50
10184,46,100.0,9,5984.14,L82,T70,P28,C82
10195,35,100.0,9,3608.15,L48,T35,P28,C48
10207,43,100.0,10,5752.54,L65,T92,P28,C65
10229,26,100.0,4,3765.32,L40,T94,P28,C40
10246,22,98.18,8,2159.96,L24,T126,P28,C24
10259,34,99.41,7,3379.94,L66,T40,P28,C66
10271,50,100.0,8,5093.5,L40,T127,P28,C40
10281,48,100.0,4,5773.44,L19,T95,P28,C19
10292,41,100.0,11,4528.86,L1,T43,P28,C1
10305,36,100.0,8,4816.08,L16,T96,P28,C16
10313,29,100.0,2,3416.78,L32,T97,P28,C32
10324,33,37.48,10,1236.84,L12,T81,P28,C12
10334,46,100.0,6,5814.86,L25,T98,P28,C25
10349,38,100.0,7,5223.48,L75,T141,P28,C75
10358,20,36.42,11,728.4,L24,T49,P28,C24
10370,22,100.0,5,3949.0,L43,T50,P28,C43
10383,27,100.0,11,3843.99,L24,T206,P28,C24
10412,56,98.18,8,5498.08,L24,T148,P28,C24
10425,38,99.41,7,3777.58,L15,T54,P28,C15
10101,25,100.0,4,3782.0,L73,T207,P29,C73
10110,33,100.0,4,3859.68,L78,T179,P29,C78
10124,42,100.0,3,4431.84,L85,T167,P29,C85
10149,33,100.0,8,4950.33,L83,T169,P29,C83
10162,38,100.0,6,4299.7,L5,T170,P29,C5
10173,31,100.0,10,4492.83,L87,T156,P29,C87
10182,20,100.0,7,2212.0,L40,T104,P29,C40
10193,44,100.0,11,4642.88,L88,T171,P29,C88
10204,26,100.0,1,3206.32,L75,T106,P29,C75
10214,27,100.0,4,3604.23,L26,T201,P29,C26
10227,46,100.0,7,7017.76,L31,T173,P29,C31
10243,47,100.0,2,6154.18,L65,T208,P29,C65
10280,37,100.0,13,4750.8,L37,T42,P29,C37
10288,31,100.0,2,3822.92,L66,T183,P29,C66
10304,24,100.0,17,2440.8,L39,T44,P29,C39
10312,31,100.0,14,4729.36,L40,T45,P29,C40
10322,50,100.0,6,12536.5,L41,T46,P29,C41
10332,35,64.69,8,2264.15,L78,T160,P29,C78
10344,30,100.0,3,3928.2,L68,T202,P29,C68
10356,29,100.0,3,3630.22,L3,T161,P29,C3
10367,27,100.0,5,4196.07,L4,T184,P29,C4
10380,40,100.0,10,4931.6,L24,T177,P29,C24
10390,31,98.99,16,3068.69,L40,T163,P29,C40
10409,6,100.0,2,785.64,L66,T209,P29,C66
10420,45,100.0,2,4977.0,L21,T203,P29,C21
10103,22,54.09,2,1189.98,L18,T27,P30,C18
10114,45,68.67,6,3090.15,L63,T90,P30,C63
10126,43,65.02,2,2795.86,L26,T29,P30,C26
10140,46,61.99,2,2851.54,L6,T30,P30,C6
10151,39,69.28,9,2701.92,L61,T146,P30,C61
10165,31,71.1,18,2204.1,L27,T122,P30,C27
10175,41,69.28,7,2840.48,L50,T33,P30,C50
10184,44,60.16,12,2647.04,L82,T70,P30,C82
10194,45,70.49,2,3172.05,L31,T35,P30,C31
10207,37,69.89,13,2585.93,L65,T92,P30,C65
10217,35,61.38,2,2148.3,L66,T93,P30,C66
10229,28,59.55,7,1667.4,L40,T94,P30,C40
10246,30,61.99,11,1859.7,L24,T126,P30,C24
10259,30,49.22,10,1476.6,L66,T40,P30,C66
10271,25,69.28,11,1732.0,L40,T127,P30,C40
10281,29,57.73,7,1674.17,L19,T95,P30,C19
10291,26,57.73,2,1500.98,L38,T43,P30,C38
10305,41,53.48,11,2192.68,L16,T96,P30,C16
10313,34,52.87,5,1797.58,L32,T97,P30,C32
10322,35,61.21,11,2142.35,L41,T46,P30,C41
10334,34,61.38,1,2086.92,L25,T98,P30,C25
10347,50,100.0,8,6834.5,L11,T48,P30,C11
10357,41,61.99,7,2541.59,L40,T49,P30,C40
10370,22,96.86,7,2130.92,L43,T50,P30,C43
10381,35,48.62,7,1701.7,L5,T51,P30,C5
10391,44,38.5,5,1694.0,L43,T52,P30,C43
10412,47,61.99,11,2913.53,L24,T148,P30,C24
10425,19,49.22,10,935.18,L15,T54,P30,C15
10106,34,90.39,2,3073.26,L87,T187,P31,C87
10120,29,71.81,8,2082.49,L11,T55,P31,C11
10133,49,69.27,3,3394.23,L24,T210,P31,C24
10145,30,85.32,14,2559.6,L4,T4,P31,C4
10168,21,70.96,9,1490.16,L6,T6,P31,C6
10210,50,76.88,7,3844.0,L45,T56,P31,C45
10223,47,100.0,9,4724.91,L11,T11,P31,C11
10235,24,76.03,3,1824.72,L58,T211,P31,C58
10250,27,98.84,4,2668.68,L62,T190,P31,C62
10263,33,86.17,10,2843.61,L14,T14,P31,C14
10275,35,90.39,9,3163.65,L15,T15,P31,C15
10284,31,71.81,1,2226.11,L86,T192,P31,C86
10297,25,82.79,4,2069.75,L76,T212,P31,C76
10308,27,82.79,7,2235.33,L48,T18,P31,C48
10318,31,100.0,9,3116.43,L19,T19,P31,C19
10327,45,100.0,8,4781.7,L49,T194,P31,C49
10339,27,100.0,2,2810.7,L36,T59,P31,C36
10353,27,100.0,1,3515.67,L89,T213,P31,C89
10374,42,69.27,2,2909.34,L29,T60,P31,C29
10386,21,74.77,18,1570.17,L24,T197,P31,C24
10398,34,76.88,15,2613.92,L2,T198,P31,C2
10401,42,76.03,3,3193.26,L13,T214,P31,C13
10416,15,98.84,4,1482.6,L71,T199,P31,C71
10107,29,70.87,6,2055.23,L1,T1,P32,C1
10120,46,58.15,4,2674.9,L11,T55,P32,C11
10134,30,61.78,6,1853.4,L3,T3,P32,C3
10145,30,49.67,10,1490.1,L4,T4,P32,C4
10159,42,51.48,18,2162.16,L5,T5,P32,C5
10168,46,61.18,5,2814.28,L6,T6,P32,C6
10180,25,64.2,13,1605.0,L7,T7,P32,C7
10188,32,65.42,5,2093.44,L8,T8,P32,C8
10201,30,64.81,6,1944.3,L9,T9,P32,C9
10210,40,49.67,3,1986.8,L45,T56,P32,C45
10223,28,60.57,5,1695.96,L11,T11,P32,C11
10236,23,55.72,2,1281.56,L46,T57,P32,C46
10251,29,61.18,6,1774.22,L13,T13,P32,C13
10263,34,58.75,6,1997.5,L14,T14,P32,C14
10275,37,63.6,5,2353.2,L15,T15,P32,C15
10285,20,49.06,10,981.2,L16,T16,P32,C16
10298,32,48.46,2,1550.72,L47,T58,P32,C47
10308,34,52.09,3,1771.06,L48,T18,P32,C48
10318,42,52.7,5,2213.4,L19,T19,P32,C19
10329,38,100.0,12,5266.04,L1,T20,P32,C1
10339,30,62.16,1,1864.8,L36,T59,P32,C36
10362,23,49.67,3,1142.41,L6,T62,P32,C6
10374,22,53.3,4,1172.6,L29,T60,P32,C29
10389,39,100.0,5,6981.0,L38,T24,P32,C38
10402,55,55.72,2,3064.6,L10,T61,P32,C10
10417,36,61.18,6,2202.48,L24,T26,P32,C24
10101,26,100.0,1,3773.38,L73,T207,P33,C73
10110,31,100.0,1,5074.39,L78,T179,P33,C78
10125,34,100.0,2,6483.46,L11,T167,P33,C11
10139,41,100.0,8,7956.46,L21,T168,P33,C21
10149,23,100.0,5,4230.62,L83,T169,P33,C83
10162,48,100.0,3,7209.12,L5,T170,P33,C5
10173,22,100.0,7,3452.68,L87,T156,P33,C87
10182,21,100.0,4,3047.73,L40,T104,P33,C40
10193,22,100.0,8,3675.32,L88,T171,P33,C88
10205,40,100.0,3,7492.4,L24,T172,P33,C24
10214,50,100.0,1,9534.5,L26,T201,P33,C26
10227,29,100.0,4,5579.02,L31,T173,P33,C31
10244,43,100.0,8,5950.34,L24,T174,P33,C24
10255,24,100.0,1,3726.0,L84,T215,P33,C84
10280,22,100.0,10,4455.0,L37,T42,P33,C37
10289,43,100.0,3,8272.34,L8,T176,P33,C8
10304,20,100.0,14,3577.6,L39,T44,P33,C39
10312,25,100.0,11,3881.25,L40,T45,P33,C40
10322,36,100.0,2,5797.44,L41,T46,P33,C41
10332,24,52.67,1,1264.08,L78,T160,P33,C78
10347,21,100.0,6,4815.3,L11,T48,P33,C11
10356,30,100.0,1,4462.2,L3,T161,P33,C3
10367,32,94.79,7,3033.28,L4,T184,P33,C4
10380,21,47.18,8,990.78,L24,T177,P33,C24
10390,26,78.11,7,2030.86,L40,T163,P33,C40
10421,35,100.0,1,5433.75,L40,T203,P33,C40
10109,26,100.0,1,3157.44,L46,T152,P34,C46
10123,46,100.0,3,5161.2,L47,T180,P34,C47
10137,37,100.0,3,4346.76,L2,T181,P34,C2
10148,27,100.0,10,3528.36,L43,T154,P34,C43
10161,23,100.0,9,3187.8,L79,T155,P34,C79
10172,39,100.0,7,6023.16,L14,T156,P34,C14
10181,27,100.0,3,3884.76,L8,T104,P34,C8
10192,38,100.0,8,4965.84,L41,T105,P34,C41
10204,27,100.0,14,4169.88,L75,T106,P34,C75
10212,40,100.0,7,4910.4,L24,T139,P34,C24
10226,24,100.0,5,3231.36,L56,T182,P34,C56
10241,44,100.0,12,6853.44,L84,T157,P34,C84
10253,37,100.0,2,5177.04,L23,T109,P34,C23
10266,20,100.0,3,2824.8,L71,T110,P34,C71
10278,39,100.0,3,4324.32,L85,T158,P34,C85
10287,44,100.0,1,5052.96,L70,T112,P34,C70
10301,22,100.0,5,3223.44,L86,T159,P34,C86
10311,43,100.0,10,5278.68,L24,T114,P34,C24
10321,27,100.0,7,2851.2,L22,T46,P34,C22
10331,26,64.9,10,1687.4,L46,T160,P34,C46
10343,25,52.32,3,1308.0,L2,T21,P34,C2
10366,49,100.0,2,6144.6,L91,T204,P34,C91
10379,29,100.0,5,5127.2,L24,T185,P34,C24
10407,41,100.0,12,6386.16,L62,T186,P34,C62
10419,55,100.0,2,7695.6,L20,T117,P34,C20
10103,27,83.07,12,2242.89,L18,T27,P35,C18
10112,23,100.0,2,2539.89,L25,T28,P35,C25
10126,31,90.17,12,2795.27,L26,T29,P35,C26
10139,46,100.0,1,5545.76,L21,T168,P35,C21
10150,47,91.18,9,4285.46,L27,T31,P35,C27
10163,31,100.0,2,3329.09,L28,T32,P35,C28
10174,46,100.0,5,5592.22,L29,T33,P35,C29
10183,37,89.15,9,3298.55,L30,T34,P35,C30
10193,28,93.21,1,2609.88,L88,T171,P35,C88
10206,37,90.17,7,3336.29,L32,T36,P35,C32
10215,49,100.0,4,5510.05,L33,T37,P35,C33
10228,24,100.0,3,2504.4,L34,T38,P35,C34
10244,30,100.0,1,3525.6,L24,T174,P35,C24
10257,50,88.14,1,4407.0,L62,T216,P35,C62
10270,31,96.24,10,2983.44,L21,T41,P35,C21
10280,46,100.0,3,5126.24,L37,T42,P35,C37
10291,47,100.0,12,5713.79,L38,T43,P35,C38
10304,46,100.0,7,4613.8,L39,T44,P35,C39
10312,37,100.0,4,3711.1,L40,T45,P35,C40
10322,33,100.0,12,3524.73,L41,T46,P35,C41
10333,31,90.17,5,2795.27,L9,T47,P35,C9
10347,48,100.0,9,4814.4,L11,T48,P35,C11
10357,41,87.13,6,3572.33,L40,T49,P35,C40
10369,42,100.0,1,4581.36,L42,T50,P35,C42
10381,41,100.0,8,4319.76,L5,T51,P35,C5
10391,32,45.25,6,1448.0,L43,T52,P35,C43
10423,10,88.14,1,881.4,L57,T178,P35,C57
10103,35,57.46,14,2011.1,L18,T27,P36,C18
10111,28,64.33,2,1801.24,L9,T166,P36,C9
10126,46,73.7,14,3390.2,L26,T29,P36,C26
10139,20,71.2,3,1424.0,L21,T168,P36,C21
10150,30,49.97,11,1499.1,L27,T31,P36,C27
10163,48,69.96,4,3358.08,L28,T32,P36,C28
10173,28,53.72,2,1504.16,L87,T156,P36,C87
10183,39,68.08,11,2655.12,L30,T34,P36,C30
10193,24,51.84,3,1244.16,L88,T171,P36,C88
10206,28,67.46,9,1888.88,L32,T36,P36,C32
10215,31,58.71,6,1820.01,L33,T37,P36,C33
10228,45,63.71,5,2866.95,L34,T38,P36,C34
10244,24,58.09,3,1394.16,L24,T174,P36,C24
10257,49,53.72,3,2632.28,L62,T216,P36,C62
10269,32,63.08,1,2018.56,L20,T217,P36,C20
10280,43,68.71,5,2954.53,L37,T42,P36,C37
10291,37,50.59,14,1871.83,L38,T43,P36,C38
10304,24,64.96,9,1559.04,L39,T44,P36,C39
10312,35,53.72,6,1880.2,L40,T45,P36,C40
10322,41,29.87,13,1224.67,L41,T46,P36,C41
10332,26,100.0,17,2979.08,L78,T160,P36,C78
10347,34,64.96,10,2208.64,L11,T48,P36,C11
10357,49,70.58,5,3458.42,L40,T49,P36,C40
10369,28,44.21,6,1237.88,L42,T50,P36,C42
10381,40,68.08,4,2723.2,L5,T51,P36,C5
10392,37,59.96,3,2218.52,L64,T218,P36,C64
10423,31,53.72,3,1665.32,L57,T178,P36,C57
10106,41,83.44,18,3421.04,L87,T187,P37,C87
10119,21,89.46,9,1878.66,L20,T64,P37,C20
10130,40,96.34,2,3853.6,L92,T188,P37,C92
10143,46,74.84,13,3442.64,L51,T66,P37,C51
10155,44,79.14,11,3482.16,L17,T67,P37,C17
10167,46,73.12,7,3363.52,L38,T68,P37,C38
10178,41,81.72,10,3350.52,L52,T69,P37,C52
10186,32,89.46,7,2862.72,L53,T70,P37,C53
10197,46,87.74,4,4036.04,L54,T71,P37,C54
10209,28,100.0,6,2817.92,L55,T72,P37,C55
10222,49,94.62,10,4636.38,L56,T73,P37,C56
10248,21,73.98,1,1553.58,L1,T74,P37,C1
10262,32,84.3,15,2697.6,L24,T191,P37,C24
10273,34,98.06,2,3334.04,L57,T76,P37,C57
10283,21,98.06,4,2059.26,L58,T77,P37,C58
10296,21,96.34,13,2023.14,L90,T193,P37,C90
10307,31,83.44,7,2586.64,L30,T79,P37,C30
10316,21,94.62,15,1987.02,L60,T80,P37,C60
10327,25,45.86,5,1146.5,L49,T194,P37,C49
10338,28,82.58,3,2312.24,L91,T195,P37,C91
10350,43,64.97,6,2793.71,L24,T83,P37,C24
10373,22,86.74,5,1908.28,L61,T85,P37,C61
10386,37,93.01,5,3441.37,L24,T197,P37,C24
10398,28,72.26,18,2023.28,L2,T198,P37,C2
10400,30,74.84,7,2245.2,L62,T88,P37,C62
10414,44,73.98,1,3255.12,L59,T89,P37,C59
10103,25,100.0,13,2539.5,L18,T27,P38,C18
10111,43,100.0,1,4818.15,L9,T166,P38,C9
10126,30,97.39,13,2921.7,L26,T29,P38,C26
10139,20,90.06,2,1801.2,L21,T168,P38,C21
10150,26,100.0,10,2804.36,L27,T31,P38,C27
10163,40,100.0,3,4900.8,L28,T32,P38,C28
10173,31,89.01,1,2759.31,L87,T156,P38,C87
10183,22,100.0,10,2488.2,L30,T34,P38,C30
10193,23,100.0,2,2769.89,L88,T171,P38,C88
10206,30,100.0,8,3581.4,L32,T36,P38,C32
10215,49,100.0,5,5285.14,L33,T37,P38,C33
10228,31,100.0,4,3181.53,L34,T38,P38,C34
10244,29,100.0,2,3340.51,L24,T174,P38,C24
10257,37,84.82,2,3138.34,L62,T216,P38,C62
10270,38,100.0,11,4775.08,L21,T41,P38,C21
10280,29,100.0,4,3006.43,L37,T42,P38,C37
10291,23,100.0,13,2866.26,L38,T43,P38,C38
10304,26,85.87,8,2232.62,L39,T44,P38,C39
10312,38,100.0,5,4457.02,L40,T45,P38,C40
10322,48,47.04,7,2257.92,L41,T46,P38,C41
10332,40,39.8,18,1592.0,L78,T160,P38,C78
10347,45,100.0,11,4948.2,L11,T48,P38,C11
10357,44,100.0,4,5160.76,L40,T49,P38,C40
10369,21,94.22,5,1978.62,L42,T50,P38,C42
10381,35,100.0,5,4288.2,L5,T51,P38,C5
10392,29,86.92,2,2520.68,L64,T218,P38,C64
10423,21,84.82,2,1781.22,L57,T178,P38,C57
10105,22,100.0,11,3065.04,L49,T63,P39,C49
10117,26,100.0,5,3551.34,L27,T118,P39,C27
10128,41,100.0,2,5544.02,L24,T219,P39,C24
